Distance,Log_Entropy
368.0,0.7416
438.0,0.74639
498.0,0.75181
558.0,0.75603
618.0,0.76285
678.0,0.7702
738.0,0.78068
788.0,0.79112
728.0,0.77925
668.0,0.76906
608.0,0.76378
538.0,0.75313
478.0,0.7465
408.0,0.74246
348.0,0.74453
288.0,0.74123
228.0,0.74131
168.0,0.74905
108.0,0.76569
170.0,0.74708
240.0,0.74257
310.0,0.74061
380.0,0.744
440.0,0.7469
510.0,0.75127
570.0,0.75567
640.0,0.76593
700.0,0.77393
760.0,0.78383
766.0,0.78637
706.0,0.77732
656.0,0.76791
596.0,0.76042
536.0,0.75477
476.0,0.74749
416.0,0.74341
346.0,0.74186
276.0,0.74175
206.0,0.7436
136.0,0.75534
132.0,0.75442
192.0,0.74313
262.0,0.74327
342.0,0.74264
412.0,0.74329
472.0,0.74843
542.0,0.75375
612.0,0.76266
672.0,0.76986
732.0,0.77972
792.0,0.79237
734.0,0.7807
674.0,0.7724
614.0,0.76099
554.0,0.75607
494.0,0.75055
434.0,0.74711
374.0,0.74198
314.0,0.74
254.0,0.74172
194.0,0.74354
134.0,0.75142
124.0,0.76023
184.0,0.74399
244.0,0.74343
304.0,0.73989
364.0,0.73866
434.0,0.74596
504.0,0.75173
574.0,0.75639
634.0,0.76434
684.0,0.77309
744.0,0.78071
782.0,0.7912
732.0,0.78133
672.0,0.76823
612.0,0.76187
552.0,0.75546
492.0,0.75023
432.0,0.74766
362.0,0.73885
302.0,0.74048
242.0,0.73962
182.0,0.74567
122.0,0.75882
136.0,0.75552
196.0,0.7449
256.0,0.74102
316.0,0.7399
376.0,0.74242
436.0,0.74649
496.0,0.74891
566.0,0.7547
626.0,0.76203
686.0,0.7713
746.0,0.78457
780.0,0.79027
720.0,0.77907
640.0,0.76537
570.0,0.75788
500.0,0.7506
440.0,0.74566
380.0,0.74298
310.0,0.74269
240.0,0.74376
170.0,0.7453
110.0,0.76288
148.0,0.75299
208.0,0.74459
268.0,0.73856
328.0,0.74102
388.0,0.74325
448.0,0.74651
498.0,0.75012
558.0,0.75706
618.0,0.76383
688.0,0.77255
758.0,0.78491
758.0,0.78294
698.0,0.77478
638.0,0.76581
578.0,0.75687
518.0,0.75147
458.0,0.7495
408.0,0.74414
348.0,0.74224
288.0,0.7401
228.0,0.74127
168.0,0.74792
108.0,0.76306
150.0,0.75227
210.0,0.74272
270.0,0.74057
340.0,0.74195
400.0,0.74309
460.0,0.74782
520.0,0.7494
580.0,0.75751
650.0,0.76749
720.0,0.77841
786.0,0.79177
716.0,0.77677
656.0,0.76956
596.0,0.75995
536.0,0.752
476.0,0.74886
416.0,0.74433
356.0,0.74463
296.0,0.73869
236.0,0.7421
176.0,0.74556
116.0,0.76026
142.0,0.75391
202.0,0.74725
262.0,0.73838
322.0,0.74213
382.0,0.74419
442.0,0.7442
492.0,0.74942
552.0,0.75668
612.0,0.76018
672.0,0.76873
732.0,0.77974
792.0,0.79342
744.0,0.7826
684.0,0.77175
614.0,0.76045
554.0,0.75534
494.0,0.74971
434.0,0.74665
374.0,0.74545
314.0,0.7401
244.0,0.74253
174.0,0.74844
104.0,0.76998
164.0,0.74926
224.0,0.74446
294.0,0.74228
354.0,0.74314
414.0,0.74412
474.0,0.74764
524.0,0.75269
584.0,0.75924
644.0,0.7679
714.0,0.77612
774.0,0.78956
752.0,0.78487
692.0,0.77118
632.0,0.76118
572.0,0.75622
502.0,0.75065
432.0,0.74741
372.0,0.74316
312.0,0.74372
252.0,0.74229
192.0,0.7445
122.0,0.75895
146.0,0.75239
216.0,0.746
276.0,0.73896
346.0,0.74118
406.0,0.74452
466.0,0.74916
526.0,0.75356
586.0,0.75827
636.0,0.76624
696.0,0.77426
756.0,0.78476
780.0,0.7892
730.0,0.78093
670.0,0.77026
610.0,0.76022
540.0,0.7545
480.0,0.74649
410.0,0.74522
340.0,0.74189
270.0,0.74288
220.0,0.74366
160.0,0.7514
100.0,0.76937
158.0,0.75189
218.0,0.74583
288.0,0.74262
348.0,0.74233
408.0,0.74249
478.0,0.75073
548.0,0.7536
618.0,0.76115
678.0,0.77216
738.0,0.78138
778.0,0.78844
718.0,0.77617
658.0,0.7672
598.0,0.75953
538.0,0.75129
478.0,0.74811
418.0,0.74788
358.0,0.74343
288.0,0.73963
218.0,0.74288
128.0,0.75469
150.0,0.75064
220.0,0.74217
290.0,0.74098
350.0,0.74078
420.0,0.74609
500.0,0.75107
580.0,0.75742
670.0,0.76944
740.0,0.77846
776.0,0.7883
716.0,0.77592
656.0,0.76857
596.0,0.75996
536.0,0.75216
476.0,0.75285
416.0,0.74521
366.0,0.74318
316.0,0.74116
256.0,0.74039
196.0,0.74387
136.0,0.75306
132.0,0.75699
192.0,0.74654
262.0,0.74168
322.0,0.7434
382.0,0.74205
452.0,0.74885
512.0,0.75017
572.0,0.75623
622.0,0.76479
672.0,0.76974
732.0,0.7808
784.0,0.7918
724.0,0.77653
664.0,0.76968
604.0,0.76116
544.0,0.75384
484.0,0.75006
434.0,0.74621
374.0,0.74164
314.0,0.74061
254.0,0.74156
194.0,0.74674
134.0,0.75361
134.0,0.75425
204.0,0.74516
274.0,0.74337
344.0,0.74228
404.0,0.74528
474.0,0.74659
534.0,0.75386
594.0,0.75795
654.0,0.76761
714.0,0.77176
774.0,0.79068
752.0,0.7855
702.0,0.77455
642.0,0.76747
582.0,0.75952
522.0,0.75203
462.0,0.74844
402.0,0.74281
342.0,0.74037
272.0,0.73896
212.0,0.7431
142.0,0.75359
112.0,0.76344
102.0,0.76563
106.0,0.76535
136.0,0.75395
176.0,0.74788
216.0,0.74312
266.0,0.74206
326.0,0.74213
386.0,0.74293
456.0,0.74866
516.0,0.75119
576.0,0.75644
636.0,0.7642
706.0,0.77469
766.0,0.78473
760.0,0.78348
700.0,0.77369
630.0,0.76359
560.0,0.75455
500.0,0.74927
440.0,0.74546
380.0,0.74501
320.0,0.74174
260.0,0.74025
200.0,0.74232
130.0,0.75523
138.0,0.75468
218.0,0.74106
298.0,0.74385
388.0,0.74346
448.0,0.74474
508.0,0.75168
568.0,0.75646
628.0,0.76309
698.0,0.77599
758.0,0.7833
768.0,0.78641
708.0,0.77542
648.0,0.76651
588.0,0.75969
528.0,0.75259
468.0,0.74849
408.0,0.74199
358.0,0.74291
298.0,0.73968
238.0,0.742
178.0,0.74597
118.0,0.76021
140.0,0.75356
210.0,0.74329
280.0,0.73929
340.0,0.74181
400.0,0.74036
460.0,0.74757
520.0,0.7544
580.0,0.75851
630.0,0.76482
690.0,0.77428
750.0,0.78364
776.0,0.78729
716.0,0.77945
656.0,0.76506
596.0,0.75931
536.0,0.75465
476.0,0.7471
416.0,0.74592
356.0,0.73998
296.0,0.74163
236.0,0.742
176.0,0.74686
116.0,0.76176
142.0,0.75371
202.0,0.74302
272.0,0.73862
342.0,0.74046
412.0,0.74497
482.0,0.74667
542.0,0.75447
602.0,0.75938
672.0,0.76949
732.0,0.77987
792.0,0.79378
734.0,0.78066
684.0,0.77339
634.0,0.76467
574.0,0.75624
524.0,0.7514
464.0,0.74762
404.0,0.74506
344.0,0.74326
284.0,0.74409
224.0,0.744
164.0,0.74707
104.0,0.76593
164.0,0.74879
224.0,0.74162
274.0,0.74179
324.0,0.74159
374.0,0.74368
434.0,0.74552
494.0,0.74912
554.0,0.75748
614.0,0.76244
684.0,0.77154
744.0,0.78176
792.0,0.79226
732.0,0.77837
682.0,0.77054
622.0,0.76158
572.0,0.75693
522.0,0.75384
462.0,0.74898
402.0,0.74489
342.0,0.74052
282.0,0.74105
212.0,0.74372
152.0,0.75011
106.0,0.76608
166.0,0.74682
226.0,0.74247
266.0,0.7408
276.0,0.7395
286.0,0.74027
316.0,0.7408
356.0,0.73913
396.0,0.74226
446.0,0.74714
496.0,0.75045
536.0,0.75442
586.0,0.75922
646.0,0.76689
706.0,0.77418
756.0,0.78285
780.0,0.78943
720.0,0.7773
670.0,0.76918
630.0,0.76245
580.0,0.75673
530.0,0.75264
470.0,0.74788
410.0,0.74592
350.0,0.74053
290.0,0.73895
230.0,0.74246
180.0,0.74636
120.0,0.7579
148.0,0.75154
218.0,0.74294
298.0,0.73964
368.0,0.74141
438.0,0.74676
508.0,0.75091
578.0,0.75759
638.0,0.76471
698.0,0.77345
758.0,0.78579
768.0,0.78712
718.0,0.77589
658.0,0.76835
598.0,0.75998
538.0,0.75442
478.0,0.75121
418.0,0.74436
368.0,0.74298
318.0,0.74261
268.0,0.74286
218.0,0.7434
158.0,0.74969
100.0,0.76907
150.0,0.75018
210.0,0.74287
270.0,0.74336
330.0,0.74318
400.0,0.74186
470.0,0.7499
540.0,0.75358
590.0,0.75937
650.0,0.76834
700.0,0.77263
760.0,0.78747
766.0,0.78678
716.0,0.7755
656.0,0.76854
596.0,0.75984
546.0,0.75498
486.0,0.74997
426.0,0.74493
366.0,0.74267
316.0,0.74164
266.0,0.73947
216.0,0.74407
166.0,0.74872
106.0,0.7653
152.0,0.7499
212.0,0.74396
272.0,0.7381
322.0,0.74156
382.0,0.74386
442.0,0.74549
502.0,0.7508
572.0,0.75776
632.0,0.76341
692.0,0.77528
752.0,0.78306
774.0,0.78634
724.0,0.77908
664.0,0.76966
604.0,0.75837
554.0,0.75619
494.0,0.74919
434.0,0.74588
374.0,0.74264
314.0,0.74198
254.0,0.74177
194.0,0.74604
134.0,0.75267
114.0,0.76184
164.0,0.747
224.0,0.74049
274.0,0.74236
324.0,0.74107
384.0,0.74192
444.0,0.74749
504.0,0.75324
554.0,0.75479
614.0,0.7632
674.0,0.77025
744.0,0.7801
772.0,0.78851
722.0,0.77904
672.0,0.76888
622.0,0.76419
572.0,0.75737
522.0,0.75374
472.0,0.75094
412.0,0.74184
342.0,0.74136
272.0,0.74144
202.0,0.74351
132.0,0.75666
136.0,0.75382
196.0,0.74624
246.0,0.74147
296.0,0.74243
356.0,0.74245
406.0,0.74469
466.0,0.74674
526.0,0.75048
576.0,0.75915
636.0,0.76437
696.0,0.77291
746.0,0.78313
780.0,0.79125
710.0,0.77441
650.0,0.76975
590.0,0.75927
540.0,0.75354
480.0,0.74902
420.0,0.74207
370.0,0.74212
320.0,0.73958
270.0,0.74172
210.0,0.745
150.0,0.75097
100.0,0.76923
168.0,0.74768
238.0,0.74284
298.0,0.73762
358.0,0.741
408.0,0.7433
468.0,0.74769
518.0,0.75112
578.0,0.7601
638.0,0.76498
698.0,0.77412
758.0,0.78326
768.0,0.78573
708.0,0.77584
648.0,0.76613
578.0,0.75905
508.0,0.74977
438.0,0.74499
378.0,0.74343
318.0,0.74104
268.0,0.74084
208.0,0.74313
148.0,0.75153
100.0,0.77003
160.0,0.74794
220.0,0.74151
280.0,0.7418
340.0,0.74095
410.0,0.7429
470.0,0.74864
520.0,0.75385
580.0,0.75859
630.0,0.76426
680.0,0.77151
740.0,0.77999
786.0,0.79247
736.0,0.77808
676.0,0.77251
616.0,0.76175
566.0,0.75738
496.0,0.74902
436.0,0.74663
376.0,0.74401
316.0,0.73885
256.0,0.73911
196.0,0.74687
146.0,0.7507
112.0,0.76282
172.0,0.74803
232.0,0.74227
292.0,0.74001
352.0,0.74013
412.0,0.74322
472.0,0.7464
532.0,0.75199
592.0,0.75954
642.0,0.76648
662.0,0.76875
672.0,0.77016
682.0,0.76869
712.0,0.77744
752.0,0.78326
784.0,0.78964
734.0,0.78172
674.0,0.77253
624.0,0.76429
564.0,0.75646
504.0,0.75269
444.0,0.74307
384.0,0.74349
334.0,0.74287
274.0,0.74066
214.0,0.74171
154.0,0.75323
104.0,0.76671
164.0,0.74931
224.0,0.74422
284.0,0.74116
344.0,0.74106
404.0,0.74051
454.0,0.74592
514.0,0.75053
574.0,0.7579
634.0,0.76385
704.0,0.77491
764.0,0.78573
762.0,0.78531
702.0,0.77553
632.0,0.76298
562.0,0.75453
492.0,0.75112
432.0,0.74324
372.0,0.74398
312.0,0.73981
252.0,0.74165
192.0,0.74408
132.0,0.75368
126.0,0.7568
176.0,0.74536
236.0,0.74027
286.0,0.74004
346.0,0.7426
396.0,0.74133
446.0,0.74571
506.0,0.75109
566.0,0.75457
626.0,0.76308
686.0,0.77039
736.0,0.78258
790.0,0.79216
730.0,0.77837
690.0,0.77626
640.0,0.76698
590.0,0.75894
530.0,0.75512
490.0,0.75133
480.0,0.74966
470.0,0.7473
440.0,0.74601
400.0,0.74144
360.0,0.74199
300.0,0.74018
250.0,0.74279
170.0,0.74767
100.0,0.76724
158.0,0.7494
218.0,0.74267
278.0,0.74146
338.0,0.74265
398.0,0.74297
458.0,0.7488
518.0,0.75342
578.0,0.75806
638.0,0.76438
698.0,0.77333
758.0,0.78427
758.0,0.78713
688.0,0.77291
628.0,0.76344
558.0,0.75364
488.0,0.74944
408.0,0.74638
338.0,0.74056
278.0,0.74231
218.0,0.74229
158.0,0.75104
100.0,0.76923
160.0,0.7514
230.0,0.74196
290.0,0.73961
350.0,0.74339
400.0,0.74502
450.0,0.74689
500.0,0.74806
550.0,0.75557
600.0,0.75852
640.0,0.76594
650.0,0.76449
660.0,0.76619
690.0,0.77371
720.0,0.77856
770.0,0.78868
776.0,0.79108
726.0,0.78012
686.0,0.77269
626.0,0.76373
566.0,0.75875
516.0,0.74964
456.0,0.74749
406.0,0.74359
346.0,0.74271
296.0,0.74119
236.0,0.73999
176.0,0.74599
116.0,0.76087
142.0,0.75412
202.0,0.74438
262.0,0.73999
312.0,0.74101
372.0,0.74445
432.0,0.7459
492.0,0.75068
552.0,0.75406
612.0,0.76084
672.0,0.76868
742.0,0.78092
784.0,0.79001
724.0,0.77917
654.0,0.76697
594.0,0.76042
534.0,0.75465
504.0,0.75042
494.0,0.74853
484.0,0.74891
464.0,0.74556
424.0,0.74347
384.0,0.74224
324.0,0.74307
274.0,0.74094
214.0,0.7437
164.0,0.74943
104.0,0.76666
154.0,0.74908
214.0,0.74676
264.0,0.74071
314.0,0.74041
374.0,0.74366
434.0,0.74578
494.0,0.75022
504.0,0.74934
514.0,0.75289
524.0,0.75223
534.0,0.754
544.0,0.75381
564.0,0.75774
604.0,0.76075
644.0,0.76714
694.0,0.7725
734.0,0.78363
784.0,0.78712
752.0,0.78484
682.0,0.77084
622.0,0.76274
562.0,0.7566
542.0,0.75298
532.0,0.75186
522.0,0.75224
512.0,0.75169
502.0,0.75076
492.0,0.7488
482.0,0.74949
472.0,0.74534
462.0,0.74678
452.0,0.74665
442.0,0.74525
432.0,0.74534
422.0,0.74474
412.0,0.74453
402.0,0.74556
392.0,0.74521
382.0,0.74368
372.0,0.73956
362.0,0.74059
352.0,0.74056
342.0,0.74307
