Distance,Log_Entropy
708.0,0.67229
618.0,0.65255
458.0,0.63056
288.0,0.62606
190.0,0.6398
380.0,0.62599
590.0,0.64644
666.0,0.65842
426.0,0.62473
206.0,0.63394
322.0,0.62509
562.0,0.64141
684.0,0.66462
454.0,0.62886
214.0,0.63474
324.0,0.62441
574.0,0.64355
652.0,0.65797
372.0,0.62445
216.0,0.63471
516.0,0.63546
670.0,0.66078
380.0,0.62466
198.0,0.63659
478.0,0.63123
718.0,0.67433
438.0,0.62847
150.0,0.65684
440.0,0.63151
736.0,0.67839
496.0,0.63645
256.0,0.62802
292.0,0.62641
572.0,0.642
594.0,0.64704
284.0,0.62625
314.0,0.62407
614.0,0.64799
572.0,0.64558
282.0,0.62236
326.0,0.62302
576.0,0.64376
660.0,0.65635
410.0,0.62463
170.0,0.64766
368.0,0.62339
588.0,0.64593
668.0,0.66136
448.0,0.62906
208.0,0.63685
350.0,0.6225
620.0,0.65212
646.0,0.65708
426.0,0.62921
196.0,0.63808
332.0,0.62433
562.0,0.64192
684.0,0.66546
454.0,0.62847
204.0,0.63576
354.0,0.62356
624.0,0.65514
592.0,0.64516
372.0,0.62326
166.0,0.64812
426.0,0.62605
696.0,0.66731
520.0,0.63596
270.0,0.62444
278.0,0.62705
538.0,0.63805
668.0,0.65893
388.0,0.62737
210.0,0.63435
470.0,0.63059
730.0,0.67819
496.0,0.63312
246.0,0.6283
302.0,0.62358
552.0,0.64081
694.0,0.6674
454.0,0.62735
204.0,0.63413
364.0,0.62469
644.0,0.65641
602.0,0.65032
372.0,0.62281
166.0,0.64767
206.0,0.63281
216.0,0.63268
236.0,0.62732
276.0,0.62459
336.0,0.62487
416.0,0.62584
526.0,0.63896
646.0,0.65676
720.0,0.67463
590.0,0.64644
450.0,0.62762
300.0,0.62385
150.0,0.65693
308.0,0.62286
488.0,0.6333
678.0,0.66495
608.0,0.6464
398.0,0.62542
178.0,0.63914
330.0,0.62166
550.0,0.64108
696.0,0.668
466.0,0.62912
216.0,0.63262
342.0,0.62541
602.0,0.64485
614.0,0.65184
334.0,0.62405
244.0,0.62811
534.0,0.63681
692.0,0.66558
452.0,0.62764
202.0,0.63412
346.0,0.62282
606.0,0.64835
610.0,0.64864
350.0,0.62569
208.0,0.63393
498.0,0.63399
688.0,0.66479
388.0,0.6227
190.0,0.63734
470.0,0.6322
740.0,0.68069
476.0,0.63417
216.0,0.63331
352.0,0.62439
632.0,0.65525
574.0,0.64532
274.0,0.62823
334.0,0.62509
554.0,0.64095
702.0,0.66964
472.0,0.6333
242.0,0.63086
296.0,0.62525
546.0,0.6383
700.0,0.66545
460.0,0.63156
220.0,0.63476
338.0,0.62376
608.0,0.64888
668.0,0.66148
458.0,0.6294
248.0,0.62705
260.0,0.62784
480.0,0.6311
710.0,0.67217
546.0,0.64218
326.0,0.62325
212.0,0.63307
462.0,0.63046
722.0,0.6739
554.0,0.64294
344.0,0.62328
174.0,0.64317
394.0,0.62313
614.0,0.64905
652.0,0.65787
432.0,0.62462
192.0,0.63833
356.0,0.62149
626.0,0.65277
580.0,0.64598
350.0,0.62488
178.0,0.64438
418.0,0.62733
658.0,0.65976
588.0,0.64713
348.0,0.62234
190.0,0.63863
440.0,0.62779
710.0,0.67011
486.0,0.63275
196.0,0.63585
362.0,0.62364
642.0,0.65787
574.0,0.64405
314.0,0.62347
254.0,0.62621
534.0,0.63884
682.0,0.66454
412.0,0.62746
156.0,0.65677
436.0,0.62519
736.0,0.67884
500.0,0.63452
250.0,0.62848
308.0,0.62573
568.0,0.64642
658.0,0.65654
408.0,0.62444
150.0,0.65717
420.0,0.62645
700.0,0.66644
506.0,0.63267
196.0,0.63807
392.0,0.62594
682.0,0.66601
514.0,0.63362
504.0,0.63422
494.0,0.63194
464.0,0.62947
404.0,0.62366
324.0,0.62523
224.0,0.63056
194.0,0.63873
324.0,0.62223
454.0,0.62584
604.0,0.65006
722.0,0.67265
552.0,0.64147
382.0,0.62463
192.0,0.63771
306.0,0.62271
516.0,0.63522
736.0,0.67814
520.0,0.63403
290.0,0.62513
228.0,0.63208
468.0,0.63139
718.0,0.67216
518.0,0.63574
268.0,0.62431
270.0,0.62782
520.0,0.63605
706.0,0.66971
446.0,0.6272
166.0,0.64807
422.0,0.62698
692.0,0.6673
524.0,0.6368
254.0,0.62645
304.0,0.62437
574.0,0.64548
642.0,0.65385
362.0,0.62012
246.0,0.62592
576.0,0.64735
590.0,0.64581
360.0,0.62298
178.0,0.64104
418.0,0.6256
678.0,0.66554
558.0,0.6419
318.0,0.62588
210.0,0.63262
440.0,0.62696
680.0,0.66817
546.0,0.6397
286.0,0.62565
212.0,0.63368
432.0,0.62601
662.0,0.66414
594.0,0.64548
374.0,0.62298
174.0,0.64514
444.0,0.62624
714.0,0.67195
502.0,0.63669
232.0,0.62919
356.0,0.62325
596.0,0.6492
660.0,0.65879
440.0,0.62801
220.0,0.63281
308.0,0.62421
538.0,0.63991
708.0,0.67231
468.0,0.62892
218.0,0.63454
340.0,0.62254
610.0,0.64952
636.0,0.6532
386.0,0.62216
162.0,0.64777
422.0,0.62842
672.0,0.66273
564.0,0.64043
334.0,0.62257
214.0,0.63229
474.0,0.63283
734.0,0.68084
482.0,0.63026
252.0,0.63136
276.0,0.62655
526.0,0.63446
720.0,0.67466
490.0,0.63116
260.0,0.62563
278.0,0.62641
528.0,0.63601
698.0,0.66856
438.0,0.62363
178.0,0.64458
360.0,0.62352
620.0,0.65152
586.0,0.6457
316.0,0.62568
252.0,0.62862
522.0,0.6357
704.0,0.67034
434.0,0.62456
164.0,0.6488
424.0,0.62803
524.0,0.63615
534.0,0.6406
544.0,0.6428
584.0,0.64655
644.0,0.6547
714.0,0.67205
682.0,0.66558
582.0,0.645
472.0,0.63217
332.0,0.62284
182.0,0.64214
286.0,0.6238
466.0,0.62851
656.0,0.65839
640.0,0.65533
450.0,0.62669
250.0,0.62956
258.0,0.62786
468.0,0.62998
688.0,0.66573
568.0,0.64441
338.0,0.62182
200.0,0.63608
430.0,0.6267
670.0,0.66127
576.0,0.6456
336.0,0.624
202.0,0.63355
452.0,0.63026
692.0,0.66523
544.0,0.63981
284.0,0.6235
274.0,0.62518
544.0,0.63978
692.0,0.6666
452.0,0.62908
212.0,0.63451
326.0,0.62545
566.0,0.64344
680.0,0.66282
450.0,0.62815
220.0,0.63491
318.0,0.62216
578.0,0.64509
728.0,0.67665
548.0,0.63955
358.0,0.62503
158.0,0.65285
340.0,0.62234
550.0,0.63826
716.0,0.6721
496.0,0.63113
266.0,0.62726
262.0,0.62605
512.0,0.63815
702.0,0.67059
594.0,0.64984
394.0,0.62621
194.0,0.63673
314.0,0.6238
524.0,0.63596
724.0,0.67401
562.0,0.64059
362.0,0.62311
152.0,0.65745
376.0,0.6248
576.0,0.64506
710.0,0.67279
510.0,0.63551
310.0,0.62217
188.0,0.64196
388.0,0.62675
608.0,0.64958
638.0,0.655
418.0,0.62787
408.0,0.62845
388.0,0.62125
358.0,0.62547
298.0,0.62245
218.0,0.63352
180.0,0.642
290.0,0.62372
420.0,0.62557
560.0,0.63856
720.0,0.675
596.0,0.64806
426.0,0.62858
236.0,0.63066
222.0,0.62924
402.0,0.62543
592.0,0.64727
704.0,0.67227
514.0,0.63391
324.0,0.62254
164.0,0.64964
374.0,0.62608
594.0,0.64835
662.0,0.66179
432.0,0.62439
232.0,0.62985
276.0,0.6254
496.0,0.63184
706.0,0.67142
570.0,0.642
360.0,0.62028
158.0,0.65038
388.0,0.62347
628.0,0.65065
608.0,0.65087
348.0,0.62238
190.0,0.64083
440.0,0.62936
690.0,0.66576
556.0,0.64142
326.0,0.62686
202.0,0.6354
432.0,0.62416
682.0,0.66447
554.0,0.64068
294.0,0.62228
274.0,0.6261
514.0,0.63391
732.0,0.67881
492.0,0.63307
252.0,0.62736
276.0,0.62339
516.0,0.63439
730.0,0.67595
490.0,0.63444
240.0,0.62745
318.0,0.62297
608.0,0.6501
598.0,0.64641
328.0,0.62228
230.0,0.63144
500.0,0.63456
726.0,0.67773
476.0,0.62928
226.0,0.62994
322.0,0.62544
592.0,0.6478
594.0,0.64703
294.0,0.62463
274.0,0.62645
534.0,0.63702
692.0,0.66669
442.0,0.6291
172.0,0.64178
396.0,0.62745
666.0,0.66037
550.0,0.64033
290.0,0.62588
278.0,0.62503
558.0,0.63865
668.0,0.66154
418.0,0.62529
158.0,0.653
390.0,0.62443
660.0,0.66102
566.0,0.64261
316.0,0.62323
152.0,0.65653
162.0,0.65137
182.0,0.64157
222.0,0.63109
282.0,0.62478
362.0,0.62375
462.0,0.62853
582.0,0.64342
702.0,0.66887
654.0,0.65989
514.0,0.63461
354.0,0.62622
184.0,0.641
294.0,0.6272
444.0,0.62644
604.0,0.65178
712.0,0.6728
542.0,0.63849
362.0,0.62503
172.0,0.64391
326.0,0.62495
536.0,0.64042
720.0,0.67665
490.0,0.63141
250.0,0.62903
248.0,0.62895
448.0,0.63012
658.0,0.65785
608.0,0.65156
378.0,0.62153
180.0,0.64222
470.0,0.63028
716.0,0.67753
406.0,0.62613
212.0,0.63438
552.0,0.64276
654.0,0.6598
374.0,0.6255
214.0,0.63586
504.0,0.63842
702.0,0.66951
422.0,0.6276
152.0,0.6581
436.0,0.6273
736.0,0.67953
430.0,0.62881
208.0,0.63417
498.0,0.63573
698.0,0.66748
408.0,0.62524
180.0,0.64265
460.0,0.62923
740.0,0.68066
476.0,0.6317
196.0,0.63668
392.0,0.62369
702.0,0.66711
464.0,0.63
194.0,0.63703
374.0,0.62369
634.0,0.65265
732.0,0.67683
722.0,0.67624
702.0,0.66748
662.0,0.6598
602.0,0.64609
522.0,0.63587
422.0,0.62785
302.0,0.62514
182.0,0.64509
256.0,0.62544
406.0,0.62655
566.0,0.6424
726.0,0.67725
590.0,0.64805
410.0,0.62585
230.0,0.63155
268.0,0.62529
498.0,0.63503
738.0,0.67764
518.0,0.63515
288.0,0.625
230.0,0.6311
460.0,0.62722
690.0,0.66395
556.0,0.6418
316.0,0.62707
222.0,0.63206
482.0,0.63177
734.0,0.67902
464.0,0.6321
214.0,0.63512
334.0,0.62136
594.0,0.64559
642.0,0.65382
402.0,0.62491
162.0,0.65178
386.0,0.62625
636.0,0.65235
590.0,0.64665
330.0,0.62449
238.0,0.62982
498.0,0.63537
708.0,0.67145
438.0,0.62544
158.0,0.65059
420.0,0.62329
710.0,0.67263
486.0,0.63521
186.0,0.63973
422.0,0.62513
742.0,0.67997
524.0,0.63438
304.0,0.62253
224.0,0.63206
454.0,0.62767
684.0,0.66455
562.0,0.64204
322.0,0.62482
216.0,0.63413
466.0,0.62956
726.0,0.67697
490.0,0.63448
300.0,0.62243
208.0,0.63601
338.0,0.62319
348.0,0.623
358.0,0.62443
398.0,0.62647
458.0,0.63225
538.0,0.63782
638.0,0.65131
738.0,0.68249
608.0,0.64762
488.0,0.63359
358.0,0.62361
218.0,0.6315
240.0,0.63044
410.0,0.6234
590.0,0.64576
706.0,0.66975
506.0,0.6334
296.0,0.62749
252.0,0.62855
532.0,0.63816
714.0,0.67267
474.0,0.63247
234.0,0.6286
314.0,0.6227
564.0,0.64314
672.0,0.66477
422.0,0.62731
162.0,0.64688
406.0,0.62144
686.0,0.66718
520.0,0.63576
270.0,0.62471
278.0,0.62847
538.0,0.63779
688.0,0.66509
438.0,0.62898
188.0,0.63892
360.0,0.62268
630.0,0.6545
576.0,0.64111
296.0,0.62466
302.0,0.6221
572.0,0.64252
644.0,0.65716
384.0,0.62425
374.0,0.61971
354.0,0.6217
314.0,0.62268
254.0,0.62833
164.0,0.64854
244.0,0.62634
374.0,0.62832
524.0,0.63532
684.0,0.66663
642.0,0.65488
482.0,0.63114
322.0,0.6258
152.0,0.65419
316.0,0.62439
496.0,0.6339
686.0,0.66399
590.0,0.64832
380.0,0.62423
150.0,0.65766
368.0,0.625
588.0,0.64602
678.0,0.66169
638.0,0.65412
628.0,0.6546
608.0,0.6456
568.0,0.64334
508.0,0.63443
428.0,0.62792
318.0,0.62544
188.0,0.63801
240.0,0.62874
360.0,0.62402
370.0,0.62423
390.0,0.62715
430.0,0.62415
490.0,0.63147
560.0,0.63802
650.0,0.65761
726.0,0.67862
686.0,0.66749
676.0,0.66592
656.0,0.65918
626.0,0.65299
576.0,0.64472
496.0,0.63259
406.0,0.62501
306.0,0.62525
186.0,0.63864
252.0,0.62958
422.0,0.62636
612.0,0.64931
674.0,0.66012
484.0,0.63329
294.0,0.62662
214.0,0.63406
424.0,0.62625
634.0,0.65507
632.0,0.6536
412.0,0.62274
182.0,0.64212
366.0,0.62546
636.0,0.65183
720.0,0.67447
710.0,0.67116
700.0,0.66715
670.0,0.66416
610.0,0.6499
540.0,0.63741
450.0,0.62923
350.0,0.62118
220.0,0.63198
228.0,0.63197
408.0,0.62748
608.0,0.64795
668.0,0.66137
448.0,0.6278
218.0,0.63627
320.0,0.62403
580.0,0.64323
636.0,0.65407
376.0,0.6253
192.0,0.63728
472.0,0.63157
724.0,0.6758
524.0,0.63668
324.0,0.62214
184.0,0.64078
394.0,0.6235
604.0,0.64609
672.0,0.66129
462.0,0.62857
242.0,0.62722
296.0,0.62342
546.0,0.63816
690.0,0.66674
500.0,0.63278
310.0,0.62418
188.0,0.63966
398.0,0.6263
618.0,0.6529
658.0,0.66002
458.0,0.627
248.0,0.62577
270.0,0.62726
500.0,0.63268
520.0,0.63398
530.0,0.63466
550.0,0.63978
590.0,0.64683
650.0,0.6583
720.0,0.67324
686.0,0.66488
596.0,0.64795
486.0,0.63135
366.0,0.6231
256.0,0.6284
236.0,0.6293
206.0,0.63553
152.0,0.65726
232.0,0.631
332.0,0.62589
452.0,0.63063
492.0,0.63247
512.0,0.63246
552.0,0.64203
612.0,0.64887
702.0,0.66773
714.0,0.67393
704.0,0.66691
694.0,0.66684
654.0,0.65835
594.0,0.64617
524.0,0.63595
444.0,0.6286
344.0,0.62315
224.0,0.63506
204.0,0.63536
364.0,0.62598
544.0,0.64129
714.0,0.67011
734.0,0.67681
742.0,0.68027
732.0,0.6782
692.0,0.66514
632.0,0.65562
562.0,0.64263
472.0,0.62834
372.0,0.62323
242.0,0.62628
206.0,0.63295
346.0,0.62517
496.0,0.63262
656.0,0.65779
670.0,0.66361
510.0,0.63263
340.0,0.62338
270.0,0.62668
260.0,0.62659
240.0,0.63
200.0,0.63578
158.0,0.65392
228.0,0.63263
318.0,0.62224
418.0,0.6254
528.0,0.63539
658.0,0.66096
678.0,0.66212
518.0,0.63639
348.0,0.62342
158.0,0.65328
340.0,0.62596
380.0,0.62198
390.0,0.62526
410.0,0.62721
450.0,0.62721
510.0,0.63433
590.0,0.64536
690.0,0.66602
686.0,0.66606
566.0,0.64398
416.0,0.62716
266.0,0.62725
202.0,0.63521
362.0,0.62329
532.0,0.63728
702.0,0.67108
614.0,0.64957
444.0,0.63037
264.0,0.62655
224.0,0.63208
424.0,0.62486
624.0,0.65256
634.0,0.65378
654.0,0.65868
684.0,0.66477
734.0,0.67745
682.0,0.66248
602.0,0.65036
502.0,0.636
382.0,0.62551
252.0,0.62474
196.0,0.63727
366.0,0.62609
546.0,0.64021
736.0,0.68163
580.0,0.64609
390.0,0.62505
200.0,0.63658
298.0,0.62569
308.0,0.62413
318.0,0.62349
328.0,0.62387
338.0,0.62385
348.0,0.62573
358.0,0.62415
368.0,0.62269
378.0,0.62391
388.0,0.62377
398.0,0.62457
408.0,0.62497
