Distance,Entropy
152.0,0.663225
152.0,0.663104
152.0,0.664066
152.0,0.663984
154.0,0.662872
156.0,0.660699
158.0,0.661119
160.0,0.659349
162.0,0.658137
164.0,0.657982
166.0,0.656006
168.0,0.654583
170.0,0.653212
172.0,0.65383
174.0,0.652606
176.0,0.652139
178.0,0.65119
180.0,0.649824
182.0,0.649443
184.0,0.64883
186.0,0.64884
188.0,0.647879
190.0,0.647332
192.0,0.646456
194.0,0.646223
196.0,0.645389
198.0,0.644685
200.0,0.643953
202.0,0.644986
204.0,0.643335
206.0,0.642601
208.0,0.642541
210.0,0.64145
212.0,0.642226
214.0,0.641504
216.0,0.640222
218.0,0.640173
220.0,0.639483
222.0,0.639718
224.0,0.639582
226.0,0.639185
228.0,0.637945
230.0,0.638631
232.0,0.637351
234.0,0.638501
236.0,0.637561
238.0,0.637289
240.0,0.636254
242.0,0.637018
244.0,0.636384
246.0,0.636424
248.0,0.637388
250.0,0.636016
252.0,0.635502
254.0,0.635475
256.0,0.634589
258.0,0.634803
260.0,0.635337
262.0,0.634404
264.0,0.633946
266.0,0.633823
268.0,0.633791
270.0,0.633239
272.0,0.634504
274.0,0.633411
276.0,0.633775
278.0,0.634139
280.0,0.633573
282.0,0.633324
284.0,0.632695
286.0,0.632475
288.0,0.631818
290.0,0.63273
292.0,0.632791
294.0,0.633175
296.0,0.633043
298.0,0.631906
300.0,0.632358
302.0,0.632092
304.0,0.632066
306.0,0.632366
308.0,0.631703
310.0,0.632458
312.0,0.632653
314.0,0.631993
316.0,0.630636
318.0,0.63193
320.0,0.631793
322.0,0.630509
324.0,0.631341
326.0,0.632184
328.0,0.631504
330.0,0.631915
332.0,0.631277
334.0,0.630857
336.0,0.631179
338.0,0.63088
340.0,0.630856
342.0,0.630814
344.0,0.631789
346.0,0.631516
348.0,0.631735
350.0,0.631221
352.0,0.631149
354.0,0.63058
356.0,0.631151
358.0,0.631865
360.0,0.631292
362.0,0.631825
364.0,0.632188
366.0,0.632061
368.0,0.631777
370.0,0.631693
372.0,0.631823
374.0,0.631892
376.0,0.630953
378.0,0.631986
380.0,0.632316
382.0,0.632382
384.0,0.632886
386.0,0.631627
388.0,0.632144
390.0,0.632149
392.0,0.632511
394.0,0.632371
396.0,0.632169
398.0,0.631511
400.0,0.632559
402.0,0.633273
404.0,0.632853
406.0,0.633077
408.0,0.63318
410.0,0.632973
412.0,0.632931
414.0,0.633049
416.0,0.633174
418.0,0.633239
420.0,0.633415
422.0,0.634188
424.0,0.633979
426.0,0.634363
428.0,0.634094
430.0,0.634407
432.0,0.634271
434.0,0.634734
436.0,0.634256
438.0,0.635004
440.0,0.635302
442.0,0.63484
444.0,0.635415
446.0,0.635473
448.0,0.635418
450.0,0.636178
452.0,0.635163
454.0,0.635868
456.0,0.635137
458.0,0.635632
460.0,0.637014
462.0,0.636729
464.0,0.636018
466.0,0.636951
468.0,0.636737
470.0,0.636224
472.0,0.637543
474.0,0.636825
476.0,0.637038
478.0,0.638203
480.0,0.639112
482.0,0.637861
484.0,0.637802
486.0,0.638487
488.0,0.638413
490.0,0.638732
492.0,0.63973
494.0,0.638995
496.0,0.640303
498.0,0.639579
500.0,0.639813
502.0,0.639676
504.0,0.640876
506.0,0.641235
508.0,0.639767
510.0,0.641064
512.0,0.64155
514.0,0.641444
516.0,0.641413
518.0,0.641632
520.0,0.64223
522.0,0.642443
524.0,0.642783
526.0,0.643817
528.0,0.642998
530.0,0.64347
532.0,0.643696
534.0,0.644704
536.0,0.643384
538.0,0.643987
540.0,0.643642
542.0,0.645196
544.0,0.64473
546.0,0.645844
548.0,0.645094
550.0,0.645185
552.0,0.645934
554.0,0.646625
556.0,0.647142
558.0,0.647011
560.0,0.647604
562.0,0.647556
564.0,0.647808
566.0,0.648211
568.0,0.64853
570.0,0.649295
572.0,0.649263
574.0,0.649285
576.0,0.649644
578.0,0.64905
580.0,0.650313
582.0,0.650711
584.0,0.650814
586.0,0.650147
588.0,0.650002
590.0,0.65164
592.0,0.651552
594.0,0.651121
596.0,0.65237
598.0,0.652649
600.0,0.652734
602.0,0.652505
604.0,0.653951
606.0,0.653932
608.0,0.653765
610.0,0.653859
612.0,0.654722
614.0,0.656092
616.0,0.655848
618.0,0.656831
620.0,0.656497
622.0,0.656811
624.0,0.656622
626.0,0.657605
628.0,0.656689
630.0,0.658236
632.0,0.657737
634.0,0.658443
636.0,0.657815
638.0,0.65909
640.0,0.660168
642.0,0.659988
644.0,0.660496
646.0,0.661288
648.0,0.66154
650.0,0.66229
652.0,0.662437
654.0,0.661792
656.0,0.663102
658.0,0.663132
660.0,0.664598
662.0,0.663871
664.0,0.664764
666.0,0.664825
668.0,0.664624
670.0,0.664859
672.0,0.665905
674.0,0.666614
676.0,0.666345
678.0,0.667612
680.0,0.668142
682.0,0.668473
684.0,0.668045
686.0,0.668949
688.0,0.668993
690.0,0.669449
692.0,0.669964
694.0,0.671062
696.0,0.671102
698.0,0.671539
700.0,0.671211
702.0,0.673222
704.0,0.672915
706.0,0.67278
708.0,0.674659
710.0,0.67411
712.0,0.674374
714.0,0.674833
716.0,0.675152
718.0,0.67618
720.0,0.677695
722.0,0.676864
724.0,0.6778
726.0,0.677882
728.0,0.6787
730.0,0.678672
732.0,0.679769
734.0,0.680021
736.0,0.680034
738.0,0.681032
740.0,0.681255
742.0,0.682217
744.0,0.682587
746.0,0.683389
748.0,0.684475
750.0,0.68491
752.0,0.685572
754.0,0.685944
756.0,0.685441
758.0,0.686898
760.0,0.687581
762.0,0.687942
764.0,0.688034
762.0,0.688034
