Distance,Entropy
152.0,0.664145
152.0,0.66401
154.0,0.661955
156.0,0.660874
158.0,0.659347
160.0,0.659479
162.0,0.657945
164.0,0.657167
166.0,0.655637
168.0,0.655096
170.0,0.653746
172.0,0.652764
174.0,0.652111
176.0,0.652085
178.0,0.651019
180.0,0.651178
182.0,0.650158
184.0,0.648946
186.0,0.648513
188.0,0.647258
190.0,0.646661
192.0,0.646193
194.0,0.646875
196.0,0.645622
198.0,0.644733
200.0,0.645099
202.0,0.644029
204.0,0.643348
206.0,0.642758
208.0,0.642043
210.0,0.642795
212.0,0.641659
214.0,0.641421
216.0,0.640672
218.0,0.639927
220.0,0.639823
222.0,0.63972
224.0,0.639832
226.0,0.638894
228.0,0.638444
230.0,0.638446
232.0,0.637619
234.0,0.637764
236.0,0.637306
238.0,0.636987
240.0,0.636867
242.0,0.636633
244.0,0.63669
246.0,0.636688
248.0,0.636434
250.0,0.635504
252.0,0.635169
254.0,0.635294
256.0,0.634868
258.0,0.634047
260.0,0.634843
262.0,0.634476
264.0,0.634488
266.0,0.634185
268.0,0.634019
270.0,0.633808
272.0,0.633089
274.0,0.633357
276.0,0.633216
278.0,0.632972
280.0,0.633268
282.0,0.633208
284.0,0.632563
286.0,0.632883
288.0,0.632682
290.0,0.632463
292.0,0.631317
294.0,0.631135
296.0,0.632207
298.0,0.63227
300.0,0.632288
302.0,0.632348
304.0,0.632546
306.0,0.631999
308.0,0.632022
310.0,0.632024
312.0,0.631928
314.0,0.632334
316.0,0.631782
318.0,0.631932
320.0,0.630741
322.0,0.631002
324.0,0.631452
326.0,0.631627
328.0,0.631979
330.0,0.630876
332.0,0.631486
334.0,0.631359
336.0,0.631038
338.0,0.630661
340.0,0.631213
342.0,0.631694
344.0,0.631495
346.0,0.631407
348.0,0.631035
350.0,0.631551
352.0,0.630987
354.0,0.631863
356.0,0.631353
358.0,0.631742
360.0,0.632153
362.0,0.630793
364.0,0.631358
366.0,0.63131
368.0,0.631839
370.0,0.6322
372.0,0.631392
374.0,0.631151
376.0,0.631668
378.0,0.631872
380.0,0.631683
382.0,0.632074
384.0,0.631702
386.0,0.632472
388.0,0.632416
390.0,0.632147
392.0,0.632774
394.0,0.632553
396.0,0.633625
398.0,0.632713
400.0,0.632791
402.0,0.632287
404.0,0.632175
406.0,0.632842
408.0,0.633703
410.0,0.632387
412.0,0.632819
414.0,0.633641
416.0,0.633252
418.0,0.634029
420.0,0.633284
422.0,0.633599
424.0,0.634224
426.0,0.633974
428.0,0.634466
430.0,0.634638
432.0,0.635114
434.0,0.634874
436.0,0.635608
438.0,0.63465
440.0,0.634904
442.0,0.63505
444.0,0.636021
446.0,0.636126
448.0,0.635551
450.0,0.635654
452.0,0.635738
454.0,0.635918
456.0,0.637182
458.0,0.635423
460.0,0.636211
462.0,0.636663
464.0,0.636517
466.0,0.637092
468.0,0.637282
470.0,0.636614
472.0,0.637607
474.0,0.637414
476.0,0.637906
478.0,0.637977
480.0,0.637182
482.0,0.638761
484.0,0.638399
486.0,0.638283
488.0,0.639255
490.0,0.638872
492.0,0.639059
494.0,0.639214
496.0,0.639929
498.0,0.64
500.0,0.640507
502.0,0.639955
504.0,0.640415
506.0,0.640395
508.0,0.641163
510.0,0.642367
512.0,0.640775
514.0,0.640769
516.0,0.641412
518.0,0.642585
520.0,0.641651
522.0,0.64296
524.0,0.64284
526.0,0.642255
528.0,0.643179
530.0,0.64404
532.0,0.643658
534.0,0.643175
536.0,0.644309
538.0,0.644136
540.0,0.644488
542.0,0.644687
544.0,0.64505
546.0,0.645609
548.0,0.646964
550.0,0.64604
552.0,0.646166
554.0,0.645916
556.0,0.647492
558.0,0.64703
560.0,0.647509
562.0,0.647825
564.0,0.648225
566.0,0.648257
568.0,0.648374
570.0,0.649322
572.0,0.648968
574.0,0.648946
576.0,0.647831
578.0,0.649479
580.0,0.650911
582.0,0.650241
584.0,0.650072
586.0,0.651015
588.0,0.650635
590.0,0.651499
592.0,0.651879
594.0,0.652036
596.0,0.652557
598.0,0.652829
600.0,0.653232
602.0,0.653265
604.0,0.654161
606.0,0.653774
608.0,0.654624
610.0,0.655543
612.0,0.654613
614.0,0.65518
616.0,0.656316
618.0,0.655373
620.0,0.656093
622.0,0.657282
624.0,0.657453
626.0,0.657836
628.0,0.657787
630.0,0.657838
632.0,0.658841
634.0,0.657936
636.0,0.658339
638.0,0.660452
640.0,0.660416
642.0,0.660431
644.0,0.661113
646.0,0.661146
648.0,0.661489
650.0,0.661671
652.0,0.661955
654.0,0.66224
656.0,0.662964
658.0,0.663321
660.0,0.663365
662.0,0.664271
664.0,0.663974
666.0,0.665166
668.0,0.664512
670.0,0.665473
672.0,0.66642
674.0,0.665755
676.0,0.665786
678.0,0.666551
680.0,0.66836
682.0,0.668049
684.0,0.667921
686.0,0.669399
688.0,0.669441
690.0,0.671047
692.0,0.670139
694.0,0.670522
696.0,0.671042
698.0,0.672023
700.0,0.671499
702.0,0.671982
704.0,0.673586
706.0,0.672836
708.0,0.674277
710.0,0.674703
712.0,0.674574
714.0,0.675013
716.0,0.676556
718.0,0.676264
720.0,0.675769
722.0,0.677493
724.0,0.677303
726.0,0.67781
728.0,0.678503
730.0,0.678725
732.0,0.679331
734.0,0.680263
736.0,0.681008
738.0,0.68112
740.0,0.682145
742.0,0.68251
744.0,0.681987
746.0,0.683484
748.0,0.682992
750.0,0.684762
752.0,0.684152
754.0,0.684486
756.0,0.686019
758.0,0.686493
760.0,0.686975
762.0,0.687819
764.0,0.688516
762.0,0.68779
