Distance,Entropy
152.0,0.663765
154.0,0.662103
156.0,0.660828
158.0,0.65955
160.0,0.659188
162.0,0.65767
164.0,0.656496
166.0,0.655858
168.0,0.655413
170.0,0.654232
172.0,0.652558
174.0,0.653223
176.0,0.651906
178.0,0.651368
180.0,0.650051
182.0,0.649255
184.0,0.64828
186.0,0.648743
188.0,0.647441
190.0,0.647208
192.0,0.64637
194.0,0.64671
196.0,0.645609
198.0,0.645249
200.0,0.64344
202.0,0.643824
204.0,0.643686
206.0,0.642873
208.0,0.642095
210.0,0.642858
212.0,0.641631
214.0,0.641063
216.0,0.641341
218.0,0.63999
220.0,0.64064
222.0,0.63956
224.0,0.639517
226.0,0.638561
228.0,0.639247
230.0,0.638562
232.0,0.637681
234.0,0.638366
236.0,0.6378
238.0,0.637066
240.0,0.63744
242.0,0.63609
244.0,0.636075
246.0,0.635939
248.0,0.636985
250.0,0.635711
252.0,0.635036
254.0,0.636064
256.0,0.634731
258.0,0.635673
260.0,0.635315
262.0,0.634019
264.0,0.634902
266.0,0.634765
268.0,0.634425
270.0,0.63377
272.0,0.634697
274.0,0.633638
276.0,0.633927
278.0,0.63315
280.0,0.63308
282.0,0.633876
284.0,0.632804
286.0,0.633895
288.0,0.632352
290.0,0.632409
292.0,0.632929
294.0,0.632097
296.0,0.632433
298.0,0.633229
300.0,0.630991
302.0,0.632731
304.0,0.632239
306.0,0.632277
308.0,0.632035
310.0,0.631964
312.0,0.63136
314.0,0.631856
316.0,0.63209
318.0,0.63125
320.0,0.632026
322.0,0.631381
324.0,0.632337
326.0,0.632086
328.0,0.630901
330.0,0.631682
332.0,0.631346
334.0,0.631379
336.0,0.631619
338.0,0.630893
340.0,0.630495
342.0,0.630891
344.0,0.631632
346.0,0.630879
348.0,0.631629
350.0,0.630734
352.0,0.631961
354.0,0.631337
356.0,0.631746
358.0,0.631807
360.0,0.630367
362.0,0.632643
364.0,0.630656
366.0,0.631945
368.0,0.632143
370.0,0.631993
372.0,0.631749
374.0,0.631764
376.0,0.631498
378.0,0.63248
380.0,0.632517
382.0,0.63128
384.0,0.631978
386.0,0.631898
388.0,0.632708
390.0,0.632143
392.0,0.632804
394.0,0.632115
396.0,0.633517
398.0,0.632635
400.0,0.632381
402.0,0.632832
404.0,0.632619
406.0,0.633477
408.0,0.633173
410.0,0.633139
412.0,0.633396
414.0,0.63331
416.0,0.633682
418.0,0.633764
420.0,0.633162
422.0,0.633318
424.0,0.633833
426.0,0.634282
428.0,0.634494
430.0,0.633991
432.0,0.634496
434.0,0.634867
436.0,0.634493
438.0,0.634915
440.0,0.633623
442.0,0.635668
444.0,0.635153
446.0,0.63538
448.0,0.635706
450.0,0.635714
452.0,0.634759
454.0,0.636313
456.0,0.637228
458.0,0.636655
460.0,0.636722
462.0,0.636965
464.0,0.635991
466.0,0.636663
468.0,0.636894
470.0,0.636928
472.0,0.636974
474.0,0.637503
476.0,0.637378
478.0,0.637553
480.0,0.638106
482.0,0.638443
484.0,0.638673
486.0,0.639098
488.0,0.639175
490.0,0.639537
492.0,0.639217
494.0,0.640076
496.0,0.639508
498.0,0.641197
500.0,0.640414
502.0,0.641237
504.0,0.640236
506.0,0.640777
508.0,0.64073
510.0,0.641086
512.0,0.640712
514.0,0.641018
516.0,0.642335
518.0,0.641366
520.0,0.642481
522.0,0.642796
524.0,0.643648
526.0,0.642981
528.0,0.642963
530.0,0.643202
532.0,0.643912
534.0,0.644364
536.0,0.64405
538.0,0.644436
540.0,0.644804
542.0,0.645137
544.0,0.645502
546.0,0.645624
548.0,0.644969
550.0,0.645337
552.0,0.646188
554.0,0.646353
556.0,0.645901
558.0,0.646079
560.0,0.646969
562.0,0.647536
564.0,0.648256
566.0,0.648619
568.0,0.648154
570.0,0.648358
572.0,0.649054
574.0,0.64896
576.0,0.650193
578.0,0.649803
580.0,0.650396
582.0,0.650305
584.0,0.651308
586.0,0.650821
588.0,0.65091
590.0,0.651768
592.0,0.651733
594.0,0.652837
596.0,0.651903
598.0,0.651893
600.0,0.654017
602.0,0.65337
604.0,0.653342
606.0,0.65414
608.0,0.653958
610.0,0.654767
612.0,0.655486
614.0,0.655338
616.0,0.655625
618.0,0.656071
620.0,0.656505
622.0,0.656656
624.0,0.657048
626.0,0.657469
628.0,0.657514
630.0,0.657729
632.0,0.657625
634.0,0.6582
636.0,0.65959
638.0,0.659799
640.0,0.659047
642.0,0.659534
644.0,0.660246
646.0,0.660817
648.0,0.661784
650.0,0.661245
652.0,0.661558
654.0,0.661899
656.0,0.662429
658.0,0.66355
660.0,0.663308
662.0,0.664055
664.0,0.664475
666.0,0.664402
668.0,0.664808
670.0,0.665333
672.0,0.665593
674.0,0.666353
676.0,0.665934
678.0,0.667095
680.0,0.66772
682.0,0.66797
684.0,0.668767
686.0,0.669142
688.0,0.670043
690.0,0.669863
692.0,0.669846
694.0,0.670952
696.0,0.671435
698.0,0.671738
700.0,0.67218
702.0,0.671995
704.0,0.672883
706.0,0.673217
708.0,0.673903
710.0,0.674743
712.0,0.674552
714.0,0.675499
716.0,0.675761
718.0,0.676741
720.0,0.676711
722.0,0.677553
724.0,0.677576
726.0,0.677787
728.0,0.678422
730.0,0.678284
732.0,0.678964
734.0,0.679793
736.0,0.680643
738.0,0.681665
740.0,0.681964
742.0,0.681949
744.0,0.681555
746.0,0.683648
748.0,0.684404
750.0,0.683749
752.0,0.685717
754.0,0.685213
756.0,0.685879
758.0,0.686079
760.0,0.687242
762.0,0.686732
764.0,0.688085
