Distance,Entropy
152.0,0.663609
156.0,0.661241
160.0,0.659072
164.0,0.657355
168.0,0.655153
172.0,0.653306
176.0,0.65191
180.0,0.650504
184.0,0.648141
188.0,0.647572
192.0,0.646818
196.0,0.645916
200.0,0.644352
204.0,0.643623
208.0,0.64359
212.0,0.641183
216.0,0.641494
220.0,0.640251
224.0,0.639356
228.0,0.639357
232.0,0.638305
236.0,0.638396
240.0,0.638035
244.0,0.636583
248.0,0.63583
252.0,0.635088
256.0,0.634786
260.0,0.634527
264.0,0.634955
268.0,0.634311
272.0,0.634638
276.0,0.633068
280.0,0.633603
284.0,0.632757
288.0,0.632674
292.0,0.632598
296.0,0.633336
300.0,0.632002
304.0,0.631798
308.0,0.631903
312.0,0.632027
316.0,0.632289
320.0,0.631481
324.0,0.6316
328.0,0.63113
332.0,0.63137
336.0,0.632243
340.0,0.632161
344.0,0.630878
348.0,0.632046
352.0,0.631548
356.0,0.631605
360.0,0.630582
364.0,0.631274
368.0,0.631318
372.0,0.631359
376.0,0.631505
380.0,0.631841
384.0,0.633159
388.0,0.6326
392.0,0.633212
396.0,0.633014
400.0,0.632651
404.0,0.633393
408.0,0.632445
412.0,0.632815
416.0,0.633048
420.0,0.634453
424.0,0.634752
428.0,0.634462
432.0,0.634439
436.0,0.633718
440.0,0.634976
444.0,0.635343
448.0,0.636058
452.0,0.635925
456.0,0.636432
460.0,0.635761
464.0,0.636763
468.0,0.636922
472.0,0.637805
476.0,0.637568
480.0,0.638623
484.0,0.638007
488.0,0.638925
492.0,0.639055
496.0,0.640479
500.0,0.6406
504.0,0.64097
508.0,0.641226
512.0,0.64132
516.0,0.641803
520.0,0.641948
524.0,0.642061
528.0,0.643055
532.0,0.643432
536.0,0.643994
540.0,0.644633
544.0,0.645479
548.0,0.646053
552.0,0.645165
556.0,0.647155
560.0,0.648279
564.0,0.647838
568.0,0.649014
572.0,0.648144
576.0,0.64963
580.0,0.649644
584.0,0.65108
588.0,0.651533
592.0,0.651524
596.0,0.653482
600.0,0.652916
604.0,0.653858
608.0,0.655157
612.0,0.654866
616.0,0.655969
620.0,0.655244
624.0,0.656761
628.0,0.658232
632.0,0.658605
636.0,0.659643
640.0,0.659102
644.0,0.660267
648.0,0.661271
652.0,0.661651
656.0,0.662832
660.0,0.662565
664.0,0.664074
668.0,0.664841
672.0,0.665503
676.0,0.666628
680.0,0.666855
684.0,0.668497
688.0,0.669155
692.0,0.67012
696.0,0.671158
700.0,0.671571
704.0,0.673241
708.0,0.673264
712.0,0.675063
716.0,0.676462
720.0,0.676747
724.0,0.677302
728.0,0.678546
732.0,0.678763
736.0,0.680206
740.0,0.680989
744.0,0.682477
748.0,0.684079
752.0,0.685273
756.0,0.685997
760.0,0.686712
764.0,0.68873
