Distance,Entropy
152.0,0.66362
154.0,0.662729
156.0,0.661557
158.0,0.66095
160.0,0.657765
162.0,0.657792
164.0,0.656603
166.0,0.655971
168.0,0.65636
170.0,0.654169
172.0,0.653588
174.0,0.652686
176.0,0.651628
178.0,0.651604
180.0,0.649603
182.0,0.649094
184.0,0.64873
186.0,0.64779
188.0,0.646939
190.0,0.6475
192.0,0.646629
194.0,0.646184
196.0,0.644817
198.0,0.643946
200.0,0.643192
202.0,0.643434
204.0,0.642311
206.0,0.643691
208.0,0.6428
210.0,0.641773
212.0,0.642541
214.0,0.641316
216.0,0.640816
218.0,0.641033
220.0,0.641013
222.0,0.640601
224.0,0.638389
226.0,0.640071
228.0,0.63866
230.0,0.638303
232.0,0.638437
234.0,0.637169
236.0,0.637407
238.0,0.636153
240.0,0.637382
242.0,0.635601
244.0,0.637615
246.0,0.635151
248.0,0.636763
250.0,0.63672
252.0,0.635416
254.0,0.635223
256.0,0.635685
258.0,0.635051
260.0,0.634698
262.0,0.634786
264.0,0.634639
266.0,0.63506
268.0,0.634503
270.0,0.63353
272.0,0.633412
274.0,0.633869
276.0,0.633254
278.0,0.63265
280.0,0.631885
282.0,0.633002
284.0,0.63361
286.0,0.632101
288.0,0.632476
290.0,0.633327
292.0,0.632193
294.0,0.633272
296.0,0.632471
298.0,0.632941
300.0,0.631148
302.0,0.633092
304.0,0.631661
306.0,0.632437
308.0,0.632318
310.0,0.632686
312.0,0.631509
314.0,0.630503
316.0,0.632483
318.0,0.632064
320.0,0.631764
322.0,0.631819
324.0,0.631662
326.0,0.630757
328.0,0.630902
330.0,0.632314
332.0,0.630653
334.0,0.631362
336.0,0.631152
338.0,0.631297
340.0,0.630662
342.0,0.631334
344.0,0.631526
346.0,0.631297
348.0,0.631041
350.0,0.631491
352.0,0.632072
354.0,0.631305
356.0,0.630562
358.0,0.631313
360.0,0.631982
362.0,0.630839
364.0,0.631914
366.0,0.63172
368.0,0.631994
370.0,0.632202
372.0,0.632586
374.0,0.632468
376.0,0.631536
378.0,0.632324
380.0,0.631847
382.0,0.632223
384.0,0.632418
386.0,0.631776
388.0,0.632976
390.0,0.633054
392.0,0.632485
394.0,0.631452
396.0,0.632537
398.0,0.632088
400.0,0.632734
402.0,0.632722
404.0,0.632418
406.0,0.633477
408.0,0.632883
410.0,0.63354
412.0,0.632956
414.0,0.633434
416.0,0.632789
418.0,0.633147
420.0,0.63324
422.0,0.633804
424.0,0.634135
426.0,0.633896
428.0,0.634576
430.0,0.63445
432.0,0.634456
434.0,0.635376
436.0,0.635437
438.0,0.634756
440.0,0.634146
442.0,0.634871
444.0,0.63501
446.0,0.634815
448.0,0.636147
450.0,0.635425
452.0,0.63685
454.0,0.636196
456.0,0.637229
458.0,0.636656
460.0,0.636083
462.0,0.637522
464.0,0.636405
466.0,0.637256
468.0,0.63642
470.0,0.637859
472.0,0.636994
474.0,0.638197
476.0,0.638275
478.0,0.6387
480.0,0.638116
482.0,0.638836
484.0,0.638189
486.0,0.638596
488.0,0.63931
490.0,0.639787
492.0,0.639842
494.0,0.639146
496.0,0.640299
498.0,0.638689
500.0,0.639898
502.0,0.639563
504.0,0.64046
506.0,0.641243
508.0,0.640612
510.0,0.640736
512.0,0.641071
514.0,0.641049
516.0,0.64106
518.0,0.641405
520.0,0.642562
522.0,0.642561
524.0,0.643287
526.0,0.6428
528.0,0.643159
530.0,0.643532
532.0,0.643798
534.0,0.643692
536.0,0.64399
538.0,0.644393
540.0,0.644588
542.0,0.645606
544.0,0.644727
546.0,0.645543
548.0,0.645605
550.0,0.646204
552.0,0.646575
554.0,0.646309
556.0,0.64662
558.0,0.647432
560.0,0.646549
562.0,0.647506
564.0,0.647274
566.0,0.647958
568.0,0.64817
570.0,0.64822
572.0,0.649997
574.0,0.650122
576.0,0.649566
578.0,0.649954
580.0,0.650493
582.0,0.650509
584.0,0.651408
586.0,0.650731
588.0,0.650372
590.0,0.651829
592.0,0.652563
594.0,0.65276
596.0,0.6521
598.0,0.652893
600.0,0.653078
602.0,0.652755
604.0,0.653687
606.0,0.653893
608.0,0.654833
610.0,0.654425
612.0,0.655566
614.0,0.655305
616.0,0.655367
618.0,0.655681
620.0,0.656513
622.0,0.655978
624.0,0.656802
626.0,0.656931
628.0,0.65773
630.0,0.658155
632.0,0.658498
634.0,0.659913
636.0,0.658965
638.0,0.659356
640.0,0.660446
642.0,0.659972
644.0,0.660344
646.0,0.660963
648.0,0.660907
650.0,0.660915
652.0,0.661888
654.0,0.663012
656.0,0.662859
658.0,0.662649
660.0,0.663871
662.0,0.664475
664.0,0.664491
666.0,0.664797
668.0,0.664934
670.0,0.666027
672.0,0.666084
674.0,0.666697
676.0,0.666111
678.0,0.667256
680.0,0.667511
682.0,0.668064
684.0,0.669284
686.0,0.668863
688.0,0.668366
690.0,0.669599
692.0,0.670176
694.0,0.670055
696.0,0.670831
698.0,0.670913
700.0,0.672541
702.0,0.672692
704.0,0.672812
706.0,0.673731
708.0,0.674022
710.0,0.673874
712.0,0.674198
714.0,0.675391
716.0,0.676097
718.0,0.676722
720.0,0.676708
722.0,0.676599
724.0,0.677668
726.0,0.677288
728.0,0.678214
730.0,0.680322
732.0,0.6797
734.0,0.679874
736.0,0.680695
738.0,0.681315
740.0,0.681484
742.0,0.68203
744.0,0.682702
746.0,0.683562
748.0,0.68397
750.0,0.684712
752.0,0.684649
754.0,0.686246
756.0,0.686031
758.0,0.686191
760.0,0.68707
762.0,0.687181
764.0,0.68821
